service,gender,race,hispanicity,paygrade,count
Marine Corps,FEMALE,AMI/ALN,HISP,E03,6
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E03,68
Marine Corps,FEMALE,ASIAN,HISP,E03,2
Marine Corps,FEMALE,ASIAN,NON-HISP,E03,62
Marine Corps,FEMALE,BLACK,HISP,E03,13
Marine Corps,FEMALE,BLACK,NON-HISP,E03,468
Marine Corps,FEMALE,MULTI,HISP,E03,8
Marine Corps,FEMALE,MULTI,NON-HISP,E03,34
Marine Corps,FEMALE,P/I,HISP,E03,0
Marine Corps,FEMALE,P/I,NON-HISP,E03,41
Marine Corps,FEMALE,WHITE,HISP,E03,347
Marine Corps,FEMALE,WHITE,NON-HISP,E03,1964
Marine Corps,FEMALE,UNK,HISP,E03,148
Marine Corps,FEMALE,UNK,NON-HISP,E03,50
Marine Corps,MALE,AMI/ALN,HISP,E04,34
Marine Corps,MALE,AMI/ALN,NON-HISP,E04,286
Marine Corps,MALE,ASIAN,HISP,E04,9
Marine Corps,MALE,ASIAN,NON-HISP,E04,758
Marine Corps,MALE,BLACK,HISP,E04,65
Marine Corps,MALE,BLACK,NON-HISP,E04,2868
Marine Corps,MALE,MULTI,HISP,E04,24
Marine Corps,MALE,MULTI,NON-HISP,E04,290
Marine Corps,MALE,P/I,HISP,E04,14
Marine Corps,MALE,P/I,NON-HISP,E04,324
Marine Corps,MALE,WHITE,HISP,E04,3332
Marine Corps,MALE,WHITE,NON-HISP,E04,25119
Marine Corps,MALE,UNK,HISP,E04,1156
Marine Corps,MALE,UNK,NON-HISP,E04,976
Marine Corps,FEMALE,AMI/ALN,HISP,E04,6
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E04,61
Marine Corps,FEMALE,ASIAN,HISP,E04,2
Marine Corps,FEMALE,ASIAN,NON-HISP,E04,65
Marine Corps,FEMALE,BLACK,HISP,E04,9
Marine Corps,FEMALE,BLACK,NON-HISP,E04,361
Marine Corps,FEMALE,MULTI,HISP,E04,2
Marine Corps,FEMALE,MULTI,NON-HISP,E04,35
Marine Corps,FEMALE,P/I,HISP,E04,1
Marine Corps,FEMALE,P/I,NON-HISP,E04,46
Marine Corps,FEMALE,WHITE,HISP,E04,287
Marine Corps,FEMALE,WHITE,NON-HISP,E04,1545
Marine Corps,FEMALE,UNK,HISP,E04,188
Marine Corps,FEMALE,UNK,NON-HISP,E04,86
Marine Corps,MALE,AMI/ALN,HISP,E05,43
Marine Corps,MALE,AMI/ALN,NON-HISP,E05,259
Marine Corps,MALE,ASIAN,HISP,E05,6
Marine Corps,MALE,ASIAN,NON-HISP,E05,564
Marine Corps,MALE,BLACK,HISP,E05,94
Marine Corps,MALE,BLACK,NON-HISP,E05,2888
Marine Corps,MALE,MULTI,HISP,E05,27
Marine Corps,MALE,MULTI,NON-HISP,E05,306
Marine Corps,MALE,P/I,HISP,E05,19
Marine Corps,MALE,P/I,NON-HISP,E05,230
Marine Corps,MALE,WHITE,HISP,E05,2885
Marine Corps,MALE,WHITE,NON-HISP,E05,17792
Marine Corps,MALE,UNK,HISP,E05,1480
Marine Corps,MALE,UNK,NON-HISP,E05,947
Marine Corps,FEMALE,AMI/ALN,HISP,E05,7
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E05,43
Marine Corps,FEMALE,ASIAN,HISP,E05,4
Marine Corps,FEMALE,ASIAN,NON-HISP,E05,66
Marine Corps,FEMALE,BLACK,HISP,E05,13
Marine Corps,FEMALE,BLACK,NON-HISP,E05,320
Marine Corps,FEMALE,MULTI,HISP,E05,2
Marine Corps,FEMALE,MULTI,NON-HISP,E05,26
Marine Corps,FEMALE,P/I,HISP,E05,2
Marine Corps,FEMALE,P/I,NON-HISP,E05,18
Marine Corps,FEMALE,WHITE,HISP,E05,207
Marine Corps,FEMALE,WHITE,NON-HISP,E05,961
Marine Corps,FEMALE,UNK,HISP,E05,229
Marine Corps,FEMALE,UNK,NON-HISP,E05,97
Marine Corps,MALE,AMI/ALN,HISP,E06,29
Marine Corps,MALE,AMI/ALN,NON-HISP,E06,184
Marine Corps,MALE,ASIAN,HISP,E06,4
Marine Corps,MALE,ASIAN,NON-HISP,E06,332
Marine Corps,MALE,BLACK,HISP,E06,76
Marine Corps,MALE,BLACK,NON-HISP,E06,2440
Marine Corps,MALE,MULTI,HISP,E06,16
Marine Corps,MALE,MULTI,NON-HISP,E06,163
Marine Corps,MALE,P/I,HISP,E06,12
Marine Corps,MALE,P/I,NON-HISP,E06,136
Marine Corps,MALE,WHITE,HISP,E06,1527
Marine Corps,MALE,WHITE,NON-HISP,E06,8766
Marine Corps,MALE,UNK,HISP,E06,1270
Marine Corps,MALE,UNK,NON-HISP,E06,510
Marine Corps,FEMALE,AMI/ALN,HISP,E06,2
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E06,10
Marine Corps,FEMALE,ASIAN,HISP,E06,1
Marine Corps,FEMALE,ASIAN,NON-HISP,E06,34
Marine Corps,FEMALE,BLACK,HISP,E06,11
Marine Corps,FEMALE,BLACK,NON-HISP,E06,219
Marine Corps,FEMALE,MULTI,HISP,E06,1
Marine Corps,FEMALE,MULTI,NON-HISP,E06,12
Marine Corps,FEMALE,P/I,HISP,E06,1
Marine Corps,FEMALE,P/I,NON-HISP,E06,11
Marine Corps,FEMALE,WHITE,HISP,E06,123
Marine Corps,FEMALE,WHITE,NON-HISP,E06,414
Marine Corps,FEMALE,UNK,HISP,E06,109
Marine Corps,FEMALE,UNK,NON-HISP,E06,39
Marine Corps,MALE,AMI/ALN,HISP,E07,17
Marine Corps,MALE,AMI/ALN,NON-HISP,E07,83
Marine Corps,MALE,ASIAN,HISP,E07,6
Marine Corps,MALE,ASIAN,NON-HISP,E07,178
Marine Corps,MALE,BLACK,HISP,E07,31
Marine Corps,MALE,BLACK,NON-HISP,E07,1423
Marine Corps,MALE,MULTI,HISP,E07,9
Marine Corps,MALE,MULTI,NON-HISP,E07,78
Marine Corps,MALE,P/I,HISP,E07,3
Marine Corps,MALE,P/I,NON-HISP,E07,51
Marine Corps,MALE,WHITE,HISP,E07,786
Marine Corps,MALE,WHITE,NON-HISP,E07,4884
Marine Corps,MALE,UNK,HISP,E07,647
Marine Corps,MALE,UNK,NON-HISP,E07,307
Marine Corps,FEMALE,AMI/ALN,HISP,E07,1
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E07,8
Marine Corps,FEMALE,ASIAN,HISP,E07,1
Marine Corps,FEMALE,ASIAN,NON-HISP,E07,15
Marine Corps,FEMALE,BLACK,HISP,E07,4
Marine Corps,FEMALE,BLACK,NON-HISP,E07,130
Marine Corps,FEMALE,MULTI,HISP,E07,0
Marine Corps,FEMALE,MULTI,NON-HISP,E07,3
Marine Corps,FEMALE,P/I,HISP,E07,1
Marine Corps,FEMALE,P/I,NON-HISP,E07,4
Marine Corps,FEMALE,WHITE,HISP,E07,51
Marine Corps,FEMALE,WHITE,NON-HISP,E07,207
Marine Corps,FEMALE,UNK,HISP,E07,61
Marine Corps,FEMALE,UNK,NON-HISP,E07,19
Marine Corps,MALE,AMI/ALN,HISP,E08,6
Marine Corps,MALE,AMI/ALN,NON-HISP,E08,42
Marine Corps,MALE,ASIAN,HISP,E08,1
Marine Corps,MALE,ASIAN,NON-HISP,E08,58
Marine Corps,MALE,BLACK,HISP,E08,8
Marine Corps,MALE,BLACK,NON-HISP,E08,812
Marine Corps,MALE,MULTI,HISP,E08,2
Marine Corps,MALE,MULTI,NON-HISP,E08,31
Marine Corps,MALE,P/I,HISP,E08,1
Marine Corps,MALE,P/I,NON-HISP,E08,27
Marine Corps,MALE,WHITE,HISP,E08,260
Marine Corps,MALE,WHITE,NON-HISP,E08,2208
Marine Corps,MALE,UNK,HISP,E08,186
Marine Corps,MALE,UNK,NON-HISP,E08,130
Marine Corps,FEMALE,AMI/ALN,HISP,E08,2
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E08,4
Marine Corps,FEMALE,ASIAN,HISP,E08,0
Marine Corps,FEMALE,ASIAN,NON-HISP,E08,2
Marine Corps,FEMALE,BLACK,HISP,E08,1
Marine Corps,FEMALE,BLACK,NON-HISP,E08,80
Marine Corps,FEMALE,MULTI,HISP,E08,0
Marine Corps,FEMALE,MULTI,NON-HISP,E08,2
Marine Corps,FEMALE,P/I,HISP,E08,0
Marine Corps,FEMALE,P/I,NON-HISP,E08,1
Marine Corps,FEMALE,WHITE,HISP,E08,13
Marine Corps,FEMALE,WHITE,NON-HISP,E08,80
Marine Corps,FEMALE,UNK,HISP,E08,10
Marine Corps,FEMALE,UNK,NON-HISP,E08,2
Marine Corps,MALE,AMI/ALN,HISP,E09,3
Marine Corps,MALE,AMI/ALN,NON-HISP,E09,11
Marine Corps,MALE,ASIAN,HISP,E09,0
Marine Corps,MALE,ASIAN,NON-HISP,E09,14
Marine Corps,MALE,BLACK,HISP,E09,7
Marine Corps,MALE,BLACK,NON-HISP,E09,428
Marine Corps,MALE,MULTI,HISP,E09,0
Marine Corps,MALE,MULTI,NON-HISP,E09,13
Marine Corps,MALE,P/I,HISP,E09,2
Marine Corps,MALE,P/I,NON-HISP,E09,15
Marine Corps,MALE,WHITE,HISP,E09,73
Marine Corps,MALE,WHITE,NON-HISP,E09,888
Marine Corps,MALE,UNK,HISP,E09,61
Marine Corps,MALE,UNK,NON-HISP,E09,44
Marine Corps,FEMALE,AMI/ALN,HISP,E09,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E09,0
Marine Corps,FEMALE,ASIAN,HISP,E09,0
Marine Corps,FEMALE,ASIAN,NON-HISP,E09,0
Marine Corps,FEMALE,BLACK,HISP,E09,0
Marine Corps,FEMALE,BLACK,NON-HISP,E09,26
Marine Corps,FEMALE,MULTI,HISP,E09,0
Marine Corps,FEMALE,MULTI,NON-HISP,E09,1
Marine Corps,FEMALE,P/I,HISP,E09,0
Marine Corps,FEMALE,P/I,NON-HISP,E09,1
Marine Corps,FEMALE,WHITE,HISP,E09,3
Marine Corps,FEMALE,WHITE,NON-HISP,E09,24
Marine Corps,FEMALE,UNK,HISP,E09,8
Marine Corps,FEMALE,UNK,NON-HISP,E09,0
Air Force,MALE,AMI/ALN,HISP,E00,0
Air Force,MALE,AMI/ALN,NON-HISP,E00,0
Air Force,MALE,ASIAN,HISP,E00,0
Air Force,MALE,ASIAN,NON-HISP,E00,0
Air Force,MALE,BLACK,HISP,E00,0
Air Force,MALE,BLACK,NON-HISP,E00,0
Air Force,MALE,MULTI,HISP,E00,0
Air Force,MALE,MULTI,NON-HISP,E00,0
Air Force,MALE,P/I,HISP,E00,0
Air Force,MALE,P/I,NON-HISP,E00,0
Air Force,MALE,WHITE,HISP,E00,0
Air Force,MALE,WHITE,NON-HISP,E00,4
Air Force,MALE,UNK,HISP,E00,0
Air Force,MALE,UNK,NON-HISP,E00,0
Air Force,FEMALE,AMI/ALN,HISP,E00,0
Air Force,FEMALE,AMI/ALN,NON-HISP,E00,0
Air Force,FEMALE,ASIAN,HISP,E00,0
Air Force,FEMALE,ASIAN,NON-HISP,E00,0
Air Force,FEMALE,BLACK,HISP,E00,0
Air Force,FEMALE,BLACK,NON-HISP,E00,0
Air Force,FEMALE,MULTI,HISP,E00,0
Air Force,FEMALE,MULTI,NON-HISP,E00,0
Air Force,FEMALE,P/I,HISP,E00,0
Air Force,FEMALE,P/I,NON-HISP,E00,0
Air Force,FEMALE,WHITE,HISP,E00,0
Air Force,FEMALE,WHITE,NON-HISP,E00,1
Air Force,FEMALE,UNK,HISP,E00,0
Air Force,FEMALE,UNK,NON-HISP,E00,0
Air Force,MALE,AMI/ALN,HISP,E01,0
Air Force,MALE,AMI/ALN,NON-HISP,E01,63
Air Force,MALE,ASIAN,HISP,E01,1
Air Force,MALE,ASIAN,NON-HISP,E01,207
Air Force,MALE,BLACK,HISP,E01,3
Air Force,MALE,BLACK,NON-HISP,E01,1419
Air Force,MALE,MULTI,HISP,E01,0
Air Force,MALE,MULTI,NON-HISP,E01,267
Air Force,MALE,P/I,HISP,E01,1
Air Force,MALE,P/I,NON-HISP,E01,121
Air Force,MALE,WHITE,HISP,E01,25
Air Force,MALE,WHITE,NON-HISP,E01,6795
Air Force,MALE,UNK,HISP,E01,7
Air Force,MALE,UNK,NON-HISP,E01,16
Air Force,FEMALE,AMI/ALN,HISP,E01,1
Air Force,FEMALE,AMI/ALN,NON-HISP,E01,20
Air Force,FEMALE,ASIAN,HISP,E01,0
Air Force,FEMALE,ASIAN,NON-HISP,E01,45
Air Force,FEMALE,BLACK,HISP,E01,0
Air Force,FEMALE,BLACK,NON-HISP,E01,379
Air Force,FEMALE,MULTI,HISP,E01,1
Air Force,FEMALE,MULTI,NON-HISP,E01,76
Air Force,FEMALE,P/I,HISP,E01,0
Air Force,FEMALE,P/I,NON-HISP,E01,40
Air Force,FEMALE,WHITE,HISP,E01,8
Air Force,FEMALE,WHITE,NON-HISP,E01,1281
Air Force,FEMALE,UNK,HISP,E01,2
Air Force,FEMALE,UNK,NON-HISP,E01,3
Air Force,MALE,AMI/ALN,HISP,E02,1
Air Force,MALE,AMI/ALN,NON-HISP,E02,39
Air Force,MALE,ASIAN,HISP,E02,0
Air Force,MALE,ASIAN,NON-HISP,E02,141
Air Force,MALE,BLACK,HISP,E02,4
Air Force,MALE,BLACK,NON-HISP,E02,738
Air Force,MALE,MULTI,HISP,E02,2
Air Force,MALE,MULTI,NON-HISP,E02,145
Air Force,MALE,P/I,HISP,E02,1
Air Force,MALE,P/I,NON-HISP,E02,64
Air Force,MALE,WHITE,HISP,E02,31
Air Force,MALE,WHITE,NON-HISP,E02,4303
Air Force,MALE,UNK,HISP,E02,10
Air Force,MALE,UNK,NON-HISP,E02,14
Air Force,FEMALE,AMI/ALN,HISP,E02,0
Air Force,FEMALE,AMI/ALN,NON-HISP,E02,11
Air Force,FEMALE,ASIAN,HISP,E02,0
Air Force,FEMALE,ASIAN,NON-HISP,E02,39
Air Force,FEMALE,BLACK,HISP,E02,0
Air Force,FEMALE,BLACK,NON-HISP,E02,226
Air Force,FEMALE,MULTI,HISP,E02,0
Air Force,FEMALE,MULTI,NON-HISP,E02,56
Air Force,FEMALE,P/I,HISP,E02,0
Air Force,FEMALE,P/I,NON-HISP,E02,30
Air Force,FEMALE,WHITE,HISP,E02,10
Air Force,FEMALE,WHITE,NON-HISP,E02,959
Air Force,FEMALE,UNK,HISP,E02,4
Air Force,FEMALE,UNK,NON-HISP,E02,6
Air Force,MALE,AMI/ALN,HISP,E03,18
Air Force,MALE,AMI/ALN,NON-HISP,E03,253
Air Force,MALE,ASIAN,HISP,E03,1
Air Force,MALE,ASIAN,NON-HISP,E03,1100
Air Force,MALE,BLACK,HISP,E03,39
Air Force,MALE,BLACK,NON-HISP,E03,6103
Air Force,MALE,MULTI,HISP,E03,17
Air Force,MALE,MULTI,NON-HISP,E03,1206
Air Force,MALE,P/I,HISP,E03,6
Air Force,MALE,P/I,NON-HISP,E03,550
Air Force,MALE,WHITE,HISP,E03,409
Air Force,MALE,WHITE,NON-HISP,E03,31034
Air Force,MALE,UNK,HISP,E03,116
Air Force,MALE,UNK,NON-HISP,E03,219
Air Force,FEMALE,AMI/ALN,HISP,E03,8
Air Force,FEMALE,AMI/ALN,NON-HISP,E03,118
Air Force,FEMALE,ASIAN,HISP,E03,0
Air Force,FEMALE,ASIAN,NON-HISP,E03,298
Air Force,FEMALE,BLACK,HISP,E03,18
Air Force,FEMALE,BLACK,NON-HISP,E03,2461
Air Force,FEMALE,MULTI,HISP,E03,3
Air Force,FEMALE,MULTI,NON-HISP,E03,485
Air Force,FEMALE,P/I,HISP,E03,3
Air Force,FEMALE,P/I,NON-HISP,E03,223
Air Force,FEMALE,WHITE,HISP,E03,95
Air Force,FEMALE,WHITE,NON-HISP,E03,6740
Air Force,FEMALE,UNK,HISP,E03,50
Air Force,FEMALE,UNK,NON-HISP,E03,72
Air Force,MALE,AMI/ALN,HISP,E04,56
Air Force,MALE,AMI/ALN,NON-HISP,E04,218
Air Force,MALE,ASIAN,HISP,E04,4
Air Force,MALE,ASIAN,NON-HISP,E04,1115
Air Force,MALE,BLACK,HISP,E04,78
Air Force,MALE,BLACK,NON-HISP,E04,5594
Air Force,MALE,MULTI,HISP,E04,30
Air Force,MALE,MULTI,NON-HISP,E04,1095
Air Force,MALE,P/I,HISP,E04,14
Air Force,MALE,P/I,NON-HISP,E04,656
Air Force,MALE,WHITE,HISP,E04,805
Air Force,MALE,WHITE,NON-HISP,E04,29817
Air Force,MALE,UNK,HISP,E04,483
Air Force,MALE,UNK,NON-HISP,E04,790
Air Force,FEMALE,AMI/ALN,HISP,E04,21
Air Force,FEMALE,AMI/ALN,NON-HISP,E04,113
Air Force,FEMALE,ASIAN,HISP,E04,1
Air Force,FEMALE,ASIAN,NON-HISP,E04,348
Air Force,FEMALE,BLACK,HISP,E04,34
Air Force,FEMALE,BLACK,NON-HISP,E04,2334
Air Force,FEMALE,MULTI,HISP,E04,8
Air Force,FEMALE,MULTI,NON-HISP,E04,398
Air Force,FEMALE,P/I,HISP,E04,6
Air Force,FEMALE,P/I,NON-HISP,E04,204
Air Force,FEMALE,WHITE,HISP,E04,284
Air Force,FEMALE,WHITE,NON-HISP,E04,6507
Air Force,FEMALE,UNK,HISP,E04,139
Air Force,FEMALE,UNK,NON-HISP,E04,272
Air Force,MALE,AMI/ALN,HISP,E05,121
Air Force,MALE,AMI/ALN,NON-HISP,E05,270
Air Force,MALE,ASIAN,HISP,E05,10
Air Force,MALE,ASIAN,NON-HISP,E05,1425
Air Force,MALE,BLACK,HISP,E05,127
Air Force,MALE,BLACK,NON-HISP,E05,7921
Air Force,MALE,MULTI,HISP,E05,52
Air Force,MALE,MULTI,NON-HISP,E05,1307
Air Force,MALE,P/I,HISP,E05,13
Air Force,MALE,P/I,NON-HISP,E05,613
Air Force,MALE,WHITE,HISP,E05,1980
Air Force,MALE,WHITE,NON-HISP,E05,37437
Air Force,MALE,UNK,HISP,E05,1913
Air Force,MALE,UNK,NON-HISP,E05,1744
Air Force,FEMALE,AMI/ALN,HISP,E05,25
Air Force,FEMALE,AMI/ALN,NON-HISP,E05,99
Air Force,FEMALE,ASIAN,HISP,E05,6
Air Force,FEMALE,ASIAN,NON-HISP,E05,450
Air Force,FEMALE,BLACK,HISP,E05,72
Air Force,FEMALE,BLACK,NON-HISP,E05,3984
Air Force,FEMALE,MULTI,HISP,E05,11
Air Force,FEMALE,MULTI,NON-HISP,E05,452
Air Force,FEMALE,P/I,HISP,E05,5
Air Force,FEMALE,P/I,NON-HISP,E05,246
Air Force,FEMALE,WHITE,HISP,E05,626
Air Force,FEMALE,WHITE,NON-HISP,E05,7458
Air Force,FEMALE,UNK,HISP,E05,675
Air Force,FEMALE,UNK,NON-HISP,E05,602
Air Force,MALE,AMI/ALN,HISP,E06,57
Air Force,MALE,AMI/ALN,NON-HISP,E06,136
Air Force,MALE,ASIAN,HISP,E06,4
Air Force,MALE,ASIAN,NON-HISP,E06,609
Air Force,MALE,BLACK,HISP,E06,49
Air Force,MALE,BLACK,NON-HISP,E06,4735
Air Force,MALE,MULTI,HISP,E06,16
Air Force,MALE,MULTI,NON-HISP,E06,434
Air Force,MALE,P/I,HISP,E06,4
Air Force,MALE,P/I,NON-HISP,E06,240
Air Force,MALE,WHITE,HISP,E06,860
Air Force,MALE,WHITE,NON-HISP,E06,23610
Air Force,MALE,UNK,HISP,E06,1603
Air Force,MALE,UNK,NON-HISP,E06,1276
Air Force,FEMALE,AMI/ALN,HISP,E06,11
Air Force,FEMALE,AMI/ALN,NON-HISP,E06,44
Air Force,FEMALE,ASIAN,HISP,E06,2
Air Force,FEMALE,ASIAN,NON-HISP,E06,158
Air Force,FEMALE,BLACK,HISP,E06,32
Air Force,FEMALE,BLACK,NON-HISP,E06,2318
Air Force,FEMALE,MULTI,HISP,E06,2
Air Force,FEMALE,MULTI,NON-HISP,E06,158
Air Force,FEMALE,P/I,HISP,E06,1
Air Force,FEMALE,P/I,NON-HISP,E06,72
Air Force,FEMALE,WHITE,HISP,E06,206
Air Force,FEMALE,WHITE,NON-HISP,E06,4247
Air Force,FEMALE,UNK,HISP,E06,496
Air Force,FEMALE,UNK,NON-HISP,E06,366
Air Force,MALE,AMI/ALN,HISP,E07,21
Air Force,MALE,AMI/ALN,NON-HISP,E07,66
Air Force,MALE,ASIAN,HISP,E07,1
Air Force,MALE,ASIAN,NON-HISP,E07,372
Air Force,MALE,BLACK,HISP,E07,26
Air Force,MALE,BLACK,NON-HISP,E07,3276
Air Force,MALE,MULTI,HISP,E07,11
Air Force,MALE,MULTI,NON-HISP,E07,207
Air Force,MALE,P/I,HISP,E07,3
Air Force,MALE,P/I,NON-HISP,E07,86
Air Force,MALE,WHITE,HISP,E07,603
Air Force,MALE,WHITE,NON-HISP,E07,16236
Air Force,MALE,UNK,HISP,E07,596
Air Force,MALE,UNK,NON-HISP,E07,753
Air Force,FEMALE,AMI/ALN,HISP,E07,5
Air Force,FEMALE,AMI/ALN,NON-HISP,E07,24
Air Force,FEMALE,ASIAN,HISP,E07,1
Air Force,FEMALE,ASIAN,NON-HISP,E07,77
Air Force,FEMALE,BLACK,HISP,E07,15
Air Force,FEMALE,BLACK,NON-HISP,E07,1084
Air Force,FEMALE,MULTI,HISP,E07,0
Air Force,FEMALE,MULTI,NON-HISP,E07,43
Air Force,FEMALE,P/I,HISP,E07,0
Air Force,FEMALE,P/I,NON-HISP,E07,14
Air Force,FEMALE,WHITE,HISP,E07,84
Air Force,FEMALE,WHITE,NON-HISP,E07,2219
Air Force,FEMALE,UNK,HISP,E07,148
Air Force,FEMALE,UNK,NON-HISP,E07,146
Air Force,MALE,AMI/ALN,HISP,E08,6
Air Force,MALE,AMI/ALN,NON-HISP,E08,12
Air Force,MALE,ASIAN,HISP,E08,0
Air Force,MALE,ASIAN,NON-HISP,E08,72
Air Force,MALE,BLACK,HISP,E08,8
Air Force,MALE,BLACK,NON-HISP,E08,777
Air Force,MALE,MULTI,HISP,E08,1
Air Force,MALE,MULTI,NON-HISP,E08,41
Air Force,MALE,P/I,HISP,E08,0
Air Force,MALE,P/I,NON-HISP,E08,26
Air Force,MALE,WHITE,HISP,E08,122
Air Force,MALE,WHITE,NON-HISP,E08,3280
Air Force,MALE,UNK,HISP,E08,113
Air Force,MALE,UNK,NON-HISP,E08,121
Air Force,FEMALE,AMI/ALN,HISP,E08,0
Air Force,FEMALE,AMI/ALN,NON-HISP,E08,3
Air Force,FEMALE,ASIAN,HISP,E08,0
Air Force,FEMALE,ASIAN,NON-HISP,E08,15
Air Force,FEMALE,BLACK,HISP,E08,1
Air Force,FEMALE,BLACK,NON-HISP,E08,218
Air Force,FEMALE,MULTI,HISP,E08,0
Air Force,FEMALE,MULTI,NON-HISP,E08,6
Air Force,FEMALE,P/I,HISP,E08,0
Air Force,FEMALE,P/I,NON-HISP,E08,1
Air Force,FEMALE,WHITE,HISP,E08,14
Air Force,FEMALE,WHITE,NON-HISP,E08,438
Air Force,FEMALE,UNK,HISP,E08,13
Air Force,FEMALE,UNK,NON-HISP,E08,24
Air Force,MALE,AMI/ALN,HISP,E09,0
Air Force,MALE,AMI/ALN,NON-HISP,E09,9
Air Force,MALE,ASIAN,HISP,E09,1
Air Force,MALE,ASIAN,NON-HISP,E09,14
Air Force,MALE,BLACK,HISP,E09,4
Air Force,MALE,BLACK,NON-HISP,E09,401
Air Force,MALE,MULTI,HISP,E09,0
Air Force,MALE,MULTI,NON-HISP,E09,9
Air Force,MALE,P/I,HISP,E09,1
Air Force,MALE,P/I,NON-HISP,E09,15
Air Force,MALE,WHITE,HISP,E09,59
Air Force,MALE,WHITE,NON-HISP,E09,1753
Air Force,MALE,UNK,HISP,E09,20
Air Force,MALE,UNK,NON-HISP,E09,75
Air Force,FEMALE,AMI/ALN,HISP,E09,0
Air Force,FEMALE,AMI/ALN,NON-HISP,E09,0
Air Force,FEMALE,ASIAN,HISP,E09,0
Air Force,FEMALE,ASIAN,NON-HISP,E09,6
Air Force,FEMALE,BLACK,HISP,E09,0
Air Force,FEMALE,BLACK,NON-HISP,E09,87
Air Force,FEMALE,MULTI,HISP,E09,0
Air Force,FEMALE,MULTI,NON-HISP,E09,3
Air Force,FEMALE,P/I,HISP,E09,0
Air Force,FEMALE,P/I,NON-HISP,E09,1
Air Force,FEMALE,WHITE,HISP,E09,1
Air Force,FEMALE,WHITE,NON-HISP,E09,160
Air Force,FEMALE,UNK,HISP,E09,3
Air Force,FEMALE,UNK,NON-HISP,E09,7
Coast Guard,MALE,AMI/ALN,HISP,O01,1
Coast Guard,MALE,AMI/ALN,NON-HISP,O01,4
Coast Guard,MALE,ASIAN,HISP,O01,0
Coast Guard,MALE,ASIAN,NON-HISP,O01,4
Coast Guard,MALE,BLACK,HISP,O01,1
Coast Guard,MALE,BLACK,NON-HISP,O01,14
Coast Guard,MALE,MULTI,HISP,O01,1
Coast Guard,MALE,MULTI,NON-HISP,O01,12
Coast Guard,MALE,P/I,HISP,O01,0
Coast Guard,MALE,P/I,NON-HISP,O01,0
Coast Guard,MALE,WHITE,HISP,O01,17
Coast Guard,MALE,WHITE,NON-HISP,O01,254
Coast Guard,MALE,UNK,HISP,O01,4
Coast Guard,MALE,UNK,NON-HISP,O01,35
Coast Guard,FEMALE,AMI/ALN,HISP,O01,0
Coast Guard,FEMALE,AMI/ALN,NON-HISP,O01,1
Coast Guard,FEMALE,ASIAN,HISP,O01,0
Coast Guard,FEMALE,ASIAN,NON-HISP,O01,7
Coast Guard,FEMALE,BLACK,HISP,O01,0
Coast Guard,FEMALE,BLACK,NON-HISP,O01,6
Coast Guard,FEMALE,MULTI,HISP,O01,1
Coast Guard,FEMALE,MULTI,NON-HISP,O01,9
Coast Guard,FEMALE,P/I,HISP,O01,0
Coast Guard,FEMALE,P/I,NON-HISP,O01,1
Coast Guard,FEMALE,WHITE,HISP,O01,5
Coast Guard,FEMALE,WHITE,NON-HISP,O01,94
Coast Guard,FEMALE,UNK,HISP,O01,2
Coast Guard,FEMALE,UNK,NON-HISP,O01,14
Coast Guard,MALE,AMI/ALN,HISP,O02,1
Coast Guard,MALE,AMI/ALN,NON-HISP,O02,7
Coast Guard,MALE,ASIAN,HISP,O02,0
Coast Guard,MALE,ASIAN,NON-HISP,O02,12
Coast Guard,MALE,BLACK,HISP,O02,4
Coast Guard,MALE,BLACK,NON-HISP,O02,32
Coast Guard,MALE,MULTI,HISP,O02,6
Coast Guard,MALE,MULTI,NON-HISP,O02,54
Coast Guard,MALE,P/I,HISP,O02,0
Coast Guard,MALE,P/I,NON-HISP,O02,2
Coast Guard,MALE,WHITE,HISP,O02,33
Coast Guard,MALE,WHITE,NON-HISP,O02,627
Coast Guard,MALE,UNK,HISP,O02,22
Coast Guard,MALE,UNK,NON-HISP,O02,73
Coast Guard,FEMALE,AMI/ALN,HISP,O02,0
Coast Guard,FEMALE,AMI/ALN,NON-HISP,O02,0
Coast Guard,FEMALE,ASIAN,HISP,O02,0
Coast Guard,FEMALE,ASIAN,NON-HISP,O02,1
Coast Guard,FEMALE,BLACK,HISP,O02,0
Coast Guard,FEMALE,BLACK,NON-HISP,O02,15
Coast Guard,FEMALE,MULTI,HISP,O02,2
Coast Guard,FEMALE,MULTI,NON-HISP,O02,28
Coast Guard,FEMALE,P/I,HISP,O02,0
Coast Guard,FEMALE,P/I,NON-HISP,O02,0
Coast Guard,FEMALE,WHITE,HISP,O02,5
Coast Guard,FEMALE,WHITE,NON-HISP,O02,223
Coast Guard,FEMALE,UNK,HISP,O02,7
Coast Guard,FEMALE,UNK,NON-HISP,O02,14
Coast Guard,MALE,AMI/ALN,HISP,O03,3
Coast Guard,MALE,AMI/ALN,NON-HISP,O03,22
